country,category,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12
Angola,Clothing and footwear,0.006585078524973766,-0.0030328569657232076,0.006175220207066941,-0.005774498318943058,0.0038903025234359938,0.000896612284630357,-0.001956160416304727,-0.002490204611069946,0.0022469150912157055,-5.2835248843093766e-05,0.0023485763755552317,-0.0026804094884152817
Angola,Communication,-0.005020528987074735,0.00899607460461322,0.024831495585281943,-0.01451709864270079,0.01828535855312112,0.015327287891549,0.04219952090502021,0.02181842204138772,0.01089153237282947,-0.0025342230139914364,-0.008064825223960431,-0.02036376337477879
Angola,Education,0.01358589894494261,0.01394496707728962,-0.003699031008095045,-0.02539007151957725,0.015809269335826485,-0.014531706671142605,0.006688766431581936,-0.032840258554609494,0.0630458951804958,0.020712470236643764,0.02362022423532198,0.005161418782768617
Angola,Food and non-alcoholic beverages,-0.004754017048553833,-0.0005164264084786919,0.000955879994836286,-0.001071025210351714,-0.004208322295959598,-0.0013309418745209361,-0.002618503008824943,-0.004312792985377462,0.004860602700504962,-0.00208270482642588,0.00012190507455103579,-0.004688947058209073
Angola,"Furnishings, household equipment and routine household maintenance",-0.0007222843783841276,0.0008061138150927929,0.0005708472581157308,-0.0018034038166410181,0.0005275341857933275,0.001848605265626891,-0.0020439959885786125,-0.00025145434818194933,-0.001787761587389826,0.0001973532451205174,-0.0017343390756696868,0.0036040131214645907
Angola,Health,-0.0020287957077391432,-0.007705559455973935,0.0025139616698292024,-0.009243482419493474,0.0016348419719196064,-0.012402246645744892,0.004048201932258531,-0.02046465092517244,0.00958405044995032,-0.0036044585346396616,0.010614831757538372,-0.012547033771336685
Angola,"Housing, water, electricity, gas and other fuels",0.0078109114946666005,-0.020702657673574387,0.018146985673334955,-0.019163697579731385,0.00876621813764938,-0.006372818961217788,-0.00396025288331883,0.002849665156905358,-0.0013535880174202915,0.008089655343662759,0.0004837338004927195,0.01017517176681706
Angola,Miscellaneous goods and services,0.004600931380592914,-0.004945107661678614,0.009588423553110164,-0.009116734273198448,0.002424348019034134,-0.006916413635077045,0.0012101094109266742,-0.004087142349790168,0.0015923882808852657,-0.0018817888929212512,0.0006516801889667806,-0.004243944748244044
Angola,Recreation and culture,0.005754033082713342,-0.0012616279517972345,0.003988707333344533,0.009587211731473144,-0.0035180811081405696,-0.004944439835065259,-0.0004894237725411997,-0.0027695661246429286,-0.0006097649636851558,-0.0030994232120779936,0.0014502419844680636,-0.0005529402972920575
Angola,Restaurants and hotels,-0.0019728687859059514,-0.0007380571071957038,-0.003043294479375631,-0.0021586530901042513,-0.0021721548640558845,0.0025787698201523287,-0.008912501212887834,0.0024506274113946197,-0.0031489623774707326,0.00552774235651781,-0.002520862651634264,0.0011893963225506601
Angola,Transport,0.00036657550462525473,0.00179015927905369,-0.006640584499767638,-0.005954391594819773,-0.0018664303061846333,-0.01727499054419428,-0.005212740652083908,-0.007651574682112853,0.006154654894916526,-0.010346872153670002,0.000790157922773359,-0.013052844695587124
Benin,All Items,-0.004606342824360542,0.010419595575016967,0.00433153541094326,-0.00438645164210822,-0.0022929792226623652,-0.004477067357126121,0.006657618966214097,-0.004692259843312962,0.005439068902548749,0.009496261417854502,0.0053153934435346325,0.005084440324086228
Botswana,"Alcoholic beverages, tobacco and narcotics",0.0051363780953320596,0.007786162649248742,-0.010213910184522097,0.0008599663221885919,2.263672078185572e-05,-0.005546827055221095,0.008629781561491188,-0.01159536503846016,0.0021737109353900737,-0.021074039611960263,0.006309043152729525,0.018317441136553647
Botswana,All Items,0.0002469280122300335,0.007436201250237792,0.009385293096498765,0.006146242292059737,0.0027144852483663227,0.0003913564748340948,0.006464844601989969,0.00032461014212152567,0.0015906302565644348,0.010602861219221575,0.00888235890164616,-0.008829749075456514
Botswana,Clothing and footwear,0.001581924707893997,4.7779094548594e-06,-0.001141352987822634,-0.0033363447062983637,-0.00019165908624298278,-0.004387008778549281,-0.005006572674697835,0.00606979745479251,0.0009263468964239707,0.01378235598942047,0.0050454583199890145,-0.011683009752185954
Botswana,Communication,-0.0004209701561223469,-0.0032283141054980052,-0.0023751904828348577,-0.0006750924262139698,-0.0040781603586599255,-0.004037782400900989,-0.0049295770492778865,-0.0019420273218522619,-0.0012630327395232574,0.004999637200542025,-0.0005786378235561313,0.006676889497353548
Botswana,Education,-0.0024460560229681927,-0.0063087574307862234,-0.0028739399769162196,-0.0068596013120683546,-0.0058098717721679705,-0.007229226467399963,0.0073452091610853075,-0.011082401888031609,0.011260800468082853,-0.009571679689561973,0.015228774558069556,0.011130769937121364
Botswana,Food and non-alcoholic beverages,0.0029832372272959773,0.0024709182824404013,0.005060021811845086,9.736728064727829e-05,0.002458770436922779,0.0024119255188434514,-0.0013451382130001603,0.008930111143059733,0.0013042595774112582,0.010719438477833536,0.010537568057222443,-0.009504089702882567
Botswana,"Furnishings, household equipment and routine household maintenance",-0.010110336619409797,0.005237061459290682,-0.002953915325288565,3.855859879633709e-05,-0.0034598783690651495,-0.0029808176033127615,0.0033798255731903233,0.00443640804853551,0.0031006335373088864,-0.0013388885210356748,0.003933614819405008,0.012336684794059928
Botswana,Health,0.0013330229771138578,0.0006492808170322042,-0.0009793596125341388,-0.005955072923709002,0.002024840289146129,-0.0027935874183060774,-0.0026200402518169897,-0.0012161592458381587,0.00392972117713522,-0.005880937160200538,0.020405712830398187,0.00035847914053446013
Botswana,"Housing, water, electricity, gas and other fuels",-0.012592391124862323,0.001843939835537981,0.0034009544281882096,0.007506499788988482,0.006061316480591701,0.00039550693613071147,0.013647156046459772,-0.008656314454238215,-0.0045033124762467805,-0.01243174396098887,0.002969621335564106,0.008847028782479215
Botswana,Miscellaneous goods and services,0.004536727866208812,0.0022265621549274685,0.003990785434574208,-0.001614875306770579,-0.01299656501541694,-0.004072049794248783,-0.0019300661388431384,-0.006496560912072357,-0.0059555634882918,0.000874537295819828,0.007629828969442476,0.010614428132052564
